capability_id,name,type,status,owner,version,purpose,read_scope,write_scope,required_tools,optional_tools,privacy_level,source_path,created_at,updated_at
workroot-operating-protocol,Workroot Operating Protocol,capability,required,kernel,0.9.527,Core protocol for Workroot memory work preservation promotion release indexing and handoff,user_space;kernel_space;runtime_space,user_space;runtime_space,none,none,internal,.workroot/extensions/capabilities/workroot-operating-protocol,2026-05-14T00:00:00Z,2026-05-14T00:00:00Z
